,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
6794639,6/30/2017 16:34,6/30/2017 16:57,1325,Old Slip & Front St,E 17 St & Broadway,Subscriber,Male,1983
5358569,6/5/2017 18:35,6/5/2017 18:46,667,Graham Ave & Conselyea St,Kosciuszko St & Tompkins Ave,Subscriber,Female,1982
4556873,5/20/2017 14:04,5/20/2017 14:31,1635,Adelphi St & Myrtle Ave,N 15 St & Wythe Ave,Customer,Female,1987
4644496,5/22/2017 8:16,5/22/2017 8:27,657,1 Ave & E 78 St,Lexington Ave & E 63 St,Subscriber,Male,1986
6071976,6/18/2017 14:46,6/18/2017 14:56,592,Forsyth St & Broome St,Sullivan St & Washington Sq,Subscriber,Male,1965
3011343,4/18/2017 17:53,4/18/2017 18:00,386,Broadway & W 36 St,Lexington Ave & E 29 St,Subscriber,Male,1984
1210139,2/20/2017 16:05,2/20/2017 16:23,1077,Greenwich St & W Houston St,Water - Whitehall Plaza,Customer,,
5775127,6/13/2017 6:41,6/13/2017 6:57,985,1 Ave & E 18 St,Greenwich St & Hubert St,Subscriber,Male,1991
5927142,6/15/2017 15:40,6/15/2017 15:51,632,1 Ave & E 78 St,3 Ave & E 62 St,Subscriber,Female,1965
1597782,3/3/2017 7:48,3/3/2017 7:53,298,MacDougal St & Washington Sq,Cooper Square & E 7 St,Subscriber,Male,1990
1543094,3/1/2017 17:17,3/1/2017 17:24,419,Schermerhorn St & Court St,Pacific St & Nevins St,Subscriber,Male,1969
3943460,5/8/2017 19:13,5/8/2017 19:51,2245,W 63 St & Broadway,Central Park West & W 72 St,Customer,,
4143754,5/12/2017 11:44,5/12/2017 11:59,889,Lafayette St & E 8 St,Division St & Bowery,Subscriber,Male,1974
4305061,5/16/2017 13:11,5/16/2017 13:37,1541,Grand Army Plaza & Central Park S,Amsterdam Ave & W 73 St,Subscriber,Male,1960
4551136,5/20/2017 12:33,5/20/2017 12:56,1407,Lafayette St & Jersey St,Broadway & W 36 St,Customer,Male,1965
1803664,3/9/2017 19:56,3/9/2017 20:00,205,Fulton St & Broadway,Water - Whitehall Plaza,Subscriber,Male,1986
4903558,5/28/2017 7:12,5/28/2017 7:30,1062,Central Park West & W 68 St,E 47 St & Park Ave,Subscriber,,
5169967,6/2/2017 10:16,6/2/2017 10:38,1341,Carroll St & Smith St,Murray St & West St,Subscriber,,
1690243,3/7/2017 5:37,3/7/2017 5:42,329,Fulton St & Grand Ave,Fulton St & Rockwell Pl,Subscriber,Male,1967
3262569,4/24/2017 14:38,4/24/2017 14:44,375,Dean St & Hoyt St,Lafayette Ave & Fort Greene Pl,Subscriber,Female,1999
202139,1/11/2017 18:35,1/11/2017 18:55,1196,Tompkins Ave & Hopkins St,E 4 St & 2 Ave,Subscriber,Male,1989
6638598,6/28/2017 8:57,6/28/2017 9:25,1681,W 37 St & 10 Ave,Suffolk St & Stanton St,Subscriber,Female,1996
6364427,6/23/2017 14:41,6/23/2017 14:45,241,St James Pl & Pearl St,Reade St & Broadway,Subscriber,Male,1995
6629544,6/28/2017 7:13,6/28/2017 7:32,1188,E 80 St & 2 Ave,1 Ave & E 16 St,Subscriber,Male,1991
803840,2/3/2017 9:06,2/3/2017 9:08,120,Broadway & Berry St,Broadway & Roebling St,Subscriber,Male,1990
4506078,5/19/2017 15:24,5/19/2017 16:02,2280,E 16 St & 5 Ave,Broadway & W 36 St,Customer,,
5146741,6/1/2017 20:57,6/1/2017 20:59,146,W 42 St & 8 Ave,W 45 St & 8 Ave,Subscriber,Male,1950
6385334,6/23/2017 19:24,6/23/2017 19:55,1884,W 34 St & 11 Ave,Fulton St & Broadway,Subscriber,Male,1989
2802273,4/14/2017 14:59,4/14/2017 15:36,2205,Hoyt St & Warren St,W 13 St & Hudson St,Subscriber,Female,1993
4607386,5/21/2017 14:12,5/21/2017 14:17,318,E 17 St & Broadway,W 11 St & 6 Ave,Subscriber,Male,1981
71606,1/4/2017 21:02,1/4/2017 21:12,582,W 13 St & 5 Ave,Suffolk St & Stanton St,Subscriber,Male,1994
495087,1/22/2017 20:42,1/22/2017 20:50,479,Broadway & Berry St,Metropolitan Ave & Meeker Ave,Subscriber,Male,1994
1624777,3/3/2017 21:38,3/3/2017 21:50,711,W 67 St & Broadway,E 78 St & 2 Ave,Subscriber,Male,1968
92666,1/5/2017 17:30,1/5/2017 17:36,375,8 Ave & W 16 St,Sullivan St & Washington Sq,Subscriber,Male,1989
1997841,3/23/2017 7:46,3/23/2017 7:49,168,W 38 St & 8 Ave,Broadway & W 39 St,Subscriber,Male,1959
5000871,5/30/2017 15:51,5/30/2017 16:00,575,Amsterdam Ave & W 66 St,W 39 St & 9 Ave,Subscriber,Male,1961
1358138,2/24/2017 14:28,2/24/2017 14:36,467,Duane St & Greenwich St,Bank St & Hudson St,Subscriber,Male,1985
5108659,6/1/2017 12:24,6/1/2017 12:56,1925,McGuinness Blvd & Eagle St,Central Park S & 6 Ave,Subscriber,Male,1982
5445968,6/7/2017 15:57,6/7/2017 16:08,622,MacDougal St & Washington Sq,Washington St & Gansevoort St,Customer,,
3310044,4/26/2017 7:36,4/26/2017 7:42,362,W 84 St & Columbus Ave,Central Park West & W 68 St,Subscriber,Male,1961
6628177,6/28/2017 6:42,6/28/2017 7:03,1236,W 45 St & 6 Ave,FDR Drive & E 35 St,Subscriber,Female,1993
145966,1/9/2017 16:40,1/9/2017 16:41,69,W 11 St & 6 Ave,W 13 St & 6 Ave,Subscriber,Male,1970
3065466,4/19/2017 19:15,4/19/2017 19:21,353,Degraw St & Hoyt St,Bond St & Fulton St,Subscriber,Male,1987
121660,1/6/2017 18:48,1/6/2017 18:51,218,Graham Ave & Conselyea St,Richardson St & N Henry St,Subscriber,Male,1980
4342763,5/16/2017 22:23,5/16/2017 22:29,343,Leonard St & Church St,Fulton St & Broadway,Subscriber,Male,1982
1347239,2/24/2017 9:45,2/24/2017 10:07,1319,Forsyth St & Broome St,Lafayette St & Jersey St,Subscriber,Female,1991
2729967,4/13/2017 8:22,4/13/2017 8:36,837,Henry St & Grand St,Barclay St & Church St,Subscriber,Female,1954
2840744,4/15/2017 12:21,4/15/2017 12:25,269,E 2 St & Avenue C,E 10 St & Avenue A,Subscriber,Male,1987
1476902,2/28/2017 5:13,2/28/2017 5:31,1034,South End Ave & Liberty St,W 20 St & 11 Ave,Subscriber,Male,1977
41305,1/4/2017 7:19,1/4/2017 7:31,694,Pike St & E Broadway,Avenue D & E 12 St,Subscriber,Male,1934
3056108,4/19/2017 17:13,4/19/2017 17:17,240,Cadman Plaza E & Red Cross Pl,Front St & Gold St,Subscriber,Male,1979
167527,1/10/2017 17:31,1/10/2017 17:44,773,W 25 St & 6 Ave,Broadway & W 51 St,Subscriber,Male,1983
225712,1/12/2017 14:11,1/12/2017 14:31,1182,Old Fulton St,Atlantic Ave & Furman St,,Male,1995
341880,1/17/2017 8:18,1/17/2017 8:43,1537,E 5 St & Avenue C,Old Slip & Front St,Subscriber,Female,1995
1219564,2/20/2017 20:02,2/20/2017 20:05,184,E 58 St & 1 Ave,E 55 St & 2 Ave,Subscriber,Male,1974
2406828,4/5/2017 15:09,4/5/2017 15:15,342,Amsterdam Ave & W 73 St,Riverside Blvd & W 67 St,Subscriber,Male,1966
2553754,4/9/2017 17:38,4/9/2017 17:51,815,E 25 St & 2 Ave,LaGuardia Pl & W 3 St,Subscriber,Female,1962
3815404,5/5/2017 19:47,5/5/2017 19:53,346,E 33 St & 5 Ave,E 16 St & 5 Ave,Subscriber,Male,1981
720148,1/31/2017 18:21,1/31/2017 18:28,399,W 59 St & 10 Ave,Amsterdam Ave & W 73 St,Subscriber,Female,1985
4294622,5/16/2017 9:17,5/16/2017 9:27,615,E 106 St & 1 Ave,E 81 St & 3 Ave,Subscriber,Male,1983
971986,2/11/2017 20:03,2/11/2017 20:09,374,11 Ave & W 41 St,W 34 St & 11 Ave,Subscriber,Female,1992
3996454,5/9/2017 18:37,5/9/2017 18:49,742,E 84 St & 1 Ave,E 55 St & Lexington Ave,Subscriber,Male,1991
3556360,4/30/2017 19:22,4/30/2017 19:28,384,8 Ave & W 16 St,8 Ave & W 31 St,Subscriber,Male,1983
516961,1/24/2017 9:33,1/24/2017 9:40,403,Greenwich St & W Houston St,Lafayette St & Jersey St,Subscriber,Male,1952
4643477,5/22/2017 8:01,5/22/2017 8:23,1316,West End Ave & W 94 St,E 40 St & 5 Ave,Subscriber,Male,1956
2296488,4/2/2017 16:52,4/2/2017 17:08,959,Greenwich St & W Houston St,Old Slip & Front St,Subscriber,Male,1990
2077496,3/25/2017 15:19,3/25/2017 15:39,1178,Broadway & W 49 St,W 41 St & 8 Ave,Customer,,
1530908,3/1/2017 9:53,3/1/2017 10:09,988,E 102 St & Park Ave,Columbus Ave & W 72 St,Subscriber,Male,1980
6201290,6/20/2017 22:56,6/20/2017 23:05,536,W 100 St & Broadway,E 110 St & Madison Ave,Subscriber,Male,1991
6658727,6/28/2017 15:19,6/28/2017 15:53,2072,Hancock St & Bedford Ave,Hancock St & Bedford Ave,Customer,Male,1987
2321401,4/3/2017 9:49,4/3/2017 10:30,2484,Broadway & W 56 St,Fulton St & Broadway,Subscriber,Male,1987
3709240,5/3/2017 15:25,5/3/2017 15:36,649,E 20 St & 2 Ave,Avenue D & E 3 St,Subscriber,Female,1972
4191913,5/14/2017 10:37,5/14/2017 10:45,495,Lexington Ave & E 29 St,E 44 St & 2 Ave,Subscriber,Female,1994
3920356,5/8/2017 13:06,5/8/2017 13:27,1279,Grand Army Plaza & Central Park S,Central Park West & W 100 St,Customer,,
2680516,4/12/2017 8:36,4/12/2017 8:40,191,Liberty St & Broadway,Broad St & Bridge St,Subscriber,Male,1984
2679290,4/12/2017 8:23,4/12/2017 8:35,721,W 84 St & Columbus Ave,Central Park S & 6 Ave,Subscriber,Male,1951
2668466,4/11/2017 20:59,4/11/2017 21:12,774,11 Ave & W 41 St,W 43 St & 10 Ave,Customer,,
3255080,4/24/2017 10:59,4/24/2017 11:08,552,Central Park West & W 72 St,W 52 St & 6 Ave,Customer,,
3466885,4/29/2017 9:53,4/29/2017 10:17,1471,Lafayette St & E 8 St,W 47 St & 10 Ave,Subscriber,Male,1968
5717553,6/12/2017 7:00,6/12/2017 7:11,687,FDR Drive & E 35 St,E 53 St & Madison Ave,Subscriber,Male,1977
4257125,5/15/2017 17:06,5/15/2017 17:48,2481,Reade St & Broadway,W 39 St & 9 Ave,Subscriber,Male,1987
2012072,3/23/2017 16:28,3/23/2017 16:38,607,W 16 St & The High Line,8 Ave & W 31 St,Subscriber,Male,1973
409302,1/19/2017 16:52,1/19/2017 17:03,667,Broadway & W 39 St,E 10 St & 5 Ave,Subscriber,Male,1967
1314687,2/23/2017 15:40,2/23/2017 16:00,1198,W 37 St & 10 Ave,W 45 St & 8 Ave,Customer,,
829683,2/4/2017 10:39,2/4/2017 11:05,1514,Greene Ave & Throop Ave,Berkeley Pl & 7 Ave,Subscriber,Female,1982
2187896,3/29/2017 18:09,3/29/2017 18:19,600,Cooper Square & E 7 St,Greenwich St & W Houston St,Subscriber,Male,1992
6100445,6/19/2017 5:23,6/19/2017 5:24,89,E 103 St & Lexington Ave,E 106 St & Lexington Ave,Subscriber,Male,1989
4071755,5/11/2017 7:44,5/11/2017 8:08,1450,W 92 St & Broadway,W 24 St & 7 Ave,Subscriber,Male,1972
4653363,5/22/2017 18:01,5/22/2017 18:12,670,1 Ave & E 44 St,E 75 St & 3 Ave,Subscriber,Male,1977
6118416,6/19/2017 11:53,6/19/2017 12:10,1063,Broadway & W 51 St,W 13 St & Hudson St,Subscriber,Male,1956
4468187,5/18/2017 20:52,5/18/2017 21:00,496,W 78 St & Broadway,9 Ave & W 45 St,Subscriber,Male,1986
3545838,4/30/2017 15:56,4/30/2017 16:10,874,Cleveland Pl & Spring St,Pier 40 - Hudson River Park,Customer,,
5906014,6/15/2017 8:52,6/15/2017 8:58,377,E 32 St & Park Ave,E 23 St & 1 Ave,Subscriber,Male,1963
657550,1/29/2017 13:15,1/29/2017 13:28,795,E 30 St & Park Ave S,E 9 St & Avenue C,Subscriber,Male,1989
6153169,6/20/2017 9:49,6/20/2017 9:53,199,W 45 St & 8 Ave,W 43 St & 10 Ave,Subscriber,Male,1955
1163504,2/19/2017 12:47,2/19/2017 13:00,794,Greenwich St & Hubert St,South End Ave & Liberty St,Subscriber,Female,1990
6661627,6/28/2017 16:12,6/28/2017 16:23,657,W 42 St & 8 Ave,W 56 St & 10 Ave,Subscriber,Male,1984
1113837,2/17/2017 17:19,2/17/2017 17:25,356,W 45 St & 6 Ave,W 33 St & 7 Ave,Subscriber,Male,1966
6438438,6/24/2017 21:07,6/24/2017 22:21,4408,E 110 St & Madison Ave,E 15 St & 3 Ave,Customer,,
44234,1/4/2017 8:21,1/4/2017 8:53,1876,W 88 St & West End Ave,W 20 St & 11 Ave,Subscriber,Female,1984
2843365,4/15/2017 13:04,4/15/2017 13:10,368,Lexington Ave & E 29 St,E 17 St & Broadway,Subscriber,Male,1971
4314139,5/16/2017 16:08,5/16/2017 16:17,543,E 88 St & Park Ave,5 Ave & E 73 St,Subscriber,Male,1986
1993507,3/22/2017 20:16,3/22/2017 20:19,132,Carmine St & 6 Ave,Barrow St & Hudson St,Subscriber,Male,1978
2086490,3/25/2017 20:02,3/25/2017 20:05,168,E 3 St & 1 Ave,St Marks Pl & 2 Ave,Subscriber,Male,1995
3864976,5/6/2017 22:40,5/6/2017 22:52,693,E 4 St & 2 Ave,Forsyth St & Broome St,Subscriber,Male,1993
2302423,4/2/2017 18:29,4/2/2017 18:48,1133,Douglass St & 4 Ave,Dean St & 4 Ave,Subscriber,Male,1954
2109414,3/27/2017 6:07,3/27/2017 6:10,188,E 81 St & 3 Ave,E 76 St & Park Ave,Subscriber,Male,1987
3433488,4/28/2017 16:17,4/28/2017 16:31,821,West End Ave & W 94 St,W 67 St & Broadway,Subscriber,Female,1991
653322,1/29/2017 10:56,1/29/2017 11:03,448,W 92 St & Broadway,W 78 St & Broadway,Subscriber,Female,1972
4273008,5/15/2017 19:49,5/15/2017 19:53,275,E 55 St & 2 Ave,E 60 St & York Ave,Subscriber,Male,1981
5614146,6/10/2017 10:12,6/10/2017 10:34,1294,Bergen St & Smith St,Coffey St & Conover St,Subscriber,Male,1982
592445,1/26/2017 20:17,1/26/2017 20:43,1563,Vesey Pl & River Terrace,9 Ave & W 45 St,Subscriber,Male,1988
4075138,5/11/2017 8:24,5/11/2017 8:37,786,W 20 St & 8 Ave,W 45 St & 8 Ave,Subscriber,Female,1991
346737,1/17/2017 10:16,1/17/2017 10:24,476,3 Ave & E 62 St,E 76 St & 3 Ave,Subscriber,Male,1952
4989200,5/30/2017 10:01,5/30/2017 10:07,339,Canal St & Rutgers St,Henry St & Grand St,Subscriber,Male,1969
1807871,3/9/2017 23:17,3/9/2017 23:30,804,Lafayette Ave & Fort Greene Pl,Monroe St & Tompkins Ave,Subscriber,Male,1957
4087989,5/11/2017 12:15,5/11/2017 12:24,528,Great Jones St,Barrow St & Hudson St,Subscriber,Male,1972
5602935,6/9/2017 21:40,6/9/2017 22:56,4594,Broadway & W 53 St,W 100 St & Broadway,Subscriber,Male,1979
3184291,4/22/2017 19:14,4/22/2017 19:28,867,Metropolitan Ave & Bedford Ave,Allen St & Rivington St,Subscriber,Male,1985
2371205,4/4/2017 17:40,4/4/2017 17:58,1081,E 55 St & 3 Ave,Columbus Ave & W 95 St,Subscriber,Male,1989
2103354,3/26/2017 17:05,3/26/2017 17:31,1586,Central Park West & W 76 St,5 Ave & E 88 St,Customer,,
5702396,6/11/2017 18:29,6/11/2017 18:35,308,Atlantic Ave & Fort Greene Pl,Wyckoff St & 3 Ave,Subscriber,Male,1986
1375420,2/24/2017 18:58,2/24/2017 19:21,1402,Fulton St & Adams St,Centre St & Chambers St,Customer,,
3585208,5/1/2017 14:34,5/1/2017 14:37,180,Canal St & Rutgers St,Pike St & E Broadway,Subscriber,Male,1940
3792546,5/4/2017 21:21,5/4/2017 21:24,190,Pershing Square North,E 39 St & 2 Ave,Subscriber,Male,1981
2607945,4/10/2017 19:28,4/10/2017 19:43,939,E 102 St & 1 Ave,E 102 St & 1 Ave,Subscriber,Male,1990
5351768,6/5/2017 17:35,6/5/2017 17:44,534,Pershing Square North,W 38 St & 8 Ave,Subscriber,Male,1971
1429467,2/26/2017 15:00,2/26/2017 15:27,1643,St James Pl & Oliver St,South End Ave & Liberty St,Subscriber,Female,1983
3479656,4/29/2017 13:01,4/29/2017 13:12,691,1 Ave & E 30 St,E 60 St & York Ave,Subscriber,Male,1982
3443651,4/28/2017 17:58,4/28/2017 18:27,1739,6 Ave & Canal St,South End Ave & Liberty St,Subscriber,Female,1959
6450952,6/25/2017 10:04,6/25/2017 10:07,185,Berry St & N 8 St,Wythe Ave & Metropolitan Ave,Subscriber,Male,1983
1194117,2/20/2017 9:37,2/20/2017 9:52,919,E 80 St & 2 Ave,E 43 St & 2 Ave,Subscriber,Male,1956
3868348,5/7/2017 8:03,5/7/2017 8:08,251,W 33 St & 7 Ave,W 24 St & 7 Ave,Subscriber,Male,1961
3123363,4/21/2017 9:42,4/21/2017 9:47,332,1 Ave & E 16 St,E 17 St & Broadway,Subscriber,,1935
2552036,4/9/2017 17:11,4/9/2017 17:55,2594,MacDougal St & Prince St,West St & Chambers St,Subscriber,Female,1979
4269221,5/15/2017 18:58,5/15/2017 19:19,1276,E 20 St & Park Ave,Central Park S & 6 Ave,Subscriber,Male,1971
4631754,5/21/2017 19:15,5/21/2017 19:18,181,W 37 St & 10 Ave,W 43 St & 10 Ave,Subscriber,Male,1983
692877,1/30/2017 17:52,1/30/2017 18:02,619,E 20 St & 2 Ave,W 31 St & 7 Ave,Subscriber,Male,1967
6532927,6/26/2017 16:51,6/26/2017 16:58,416,E 20 St & Park Ave,E 20 St & FDR Drive,Subscriber,Male,1991
2301893,4/2/2017 18:19,4/2/2017 18:49,1760,E 24 St & Park Ave S,E 10 St & Avenue A,Subscriber,Male,1972
1640127,3/4/2017 20:10,3/4/2017 20:17,421,E 52 St & 2 Ave,E 39 St & 2 Ave,Subscriber,Male,1963
5746581,6/12/2017 16:47,6/12/2017 16:52,282,Broadway & E 14 St,W 13 St & 6 Ave,Subscriber,Male,1946
5027703,5/31/2017 7:34,5/31/2017 7:59,1489,Riverside Dr & W 72 St,E 31 St & 3 Ave,Subscriber,Female,1991
5100945,6/1/2017 9:40,6/1/2017 10:20,2383,Bushwick Ave & Powers St,Old Fulton St,Subscriber,Female,1983
2858890,4/15/2017 17:14,4/15/2017 17:20,408,E 12 St & 3 Ave,E 4 St & 2 Ave,Subscriber,Male,1981
3245769,4/24/2017 8:13,4/24/2017 8:41,1726,Vesey Pl & River Terrace,Reade St & Broadway,Subscriber,Male,1957
2059384,3/24/2017 23:54,3/25/2017 0:34,2384,E 2 St & 2 Ave,E 39 St & 2 Ave,Subscriber,Female,1990
718704,1/31/2017 17:50,1/31/2017 17:59,521,W 52 St & 5 Ave,9 Ave & W 45 St,Subscriber,Female,1989
732282,2/1/2017 8:24,2/1/2017 8:29,311,E 12 St & 3 Ave,E 3 St & 1 Ave,Subscriber,Male,1992
1548200,3/1/2017 18:21,3/1/2017 18:39,1085,W 45 St & 8 Ave,9 Ave & W 18 St,Customer,,
94457,1/5/2017 18:07,1/5/2017 18:14,411,9 Ave & W 22 St,Broadway & E 22 St,Subscriber,Male,1970
5857920,6/14/2017 14:24,6/14/2017 14:42,1097,Grand Army Plaza & Central Park S,W 34 St & 11 Ave,Subscriber,Male,1977
23308,1/2/2017 19:10,1/2/2017 19:13,217,E 11 St & 1 Ave,Cooper Square & E 7 St,Subscriber,Male,1985
6440189,6/24/2017 21:55,6/24/2017 22:01,348,Pershing Square North,2 Ave & E 31 St,Subscriber,Male,1984
5475255,6/7/2017 22:18,6/7/2017 22:46,1666,E 12 St & 3 Ave,Henry St & Poplar St,Subscriber,Male,1982
3685845,5/3/2017 8:06,5/3/2017 8:12,391,Madison Ave & E 82 St,E 89 St & 3 Ave,Subscriber,Male,1973
4862403,5/27/2017 10:30,5/27/2017 10:37,387,E 25 St & 2 Ave,W 25 St & 6 Ave,Subscriber,Male,1965
5856512,6/14/2017 13:54,6/14/2017 14:15,1280,Avenue D & E 12 St,Pike St & E Broadway,Customer,Male,1985
2866850,4/15/2017 20:11,4/15/2017 20:19,484,S 3 St & Bedford Ave,Milton St & Franklin St,Subscriber,Female,1983
2182070,3/29/2017 16:57,3/29/2017 17:25,1678,Washington Pl & Broadway,South End Ave & Liberty St,Subscriber,Female,1994
5499605,6/8/2017 12:14,6/8/2017 12:17,208,Vesey Pl & River Terrace,Duane St & Greenwich St,Customer,,
3429469,4/28/2017 15:18,4/28/2017 15:32,803,Broadway & W 60 St,E 33 St & 5 Ave,Subscriber,Male,1972
6617099,6/27/2017 19:56,6/27/2017 20:07,682,West St & Chambers St,Carmine St & 6 Ave,Subscriber,Male,1993
6534451,6/26/2017 17:08,6/26/2017 17:30,1311,8 Ave & W 33 St,Mercer St & Bleecker St,Subscriber,Female,1986
5247187,6/3/2017 15:14,6/3/2017 15:20,370,4 Ave & 9 St,Court St & Nelson St,Subscriber,Female,1954
3851876,5/6/2017 17:03,5/6/2017 17:15,712,Lawrence St & Willoughby St,Baltic St & 5 Ave,Subscriber,Male,1964
6602879,6/27/2017 17:39,6/27/2017 18:07,1650,Jay St & Tech Pl,Henry St & Grand St,Subscriber,Female,1967
5139275,6/1/2017 19:07,6/1/2017 19:34,1614,E 11 St & 2 Ave,W 45 St & 8 Ave,Customer,Male,1966
1333359,2/23/2017 21:44,2/23/2017 21:50,331,Bond St & Fulton St,Clinton St & Joralemon St,Subscriber,Female,1987
3419256,4/28/2017 12:16,4/28/2017 12:19,168,9 Ave & W 18 St,W 22 St & 8 Ave,Subscriber,Male,1968
5030418,5/31/2017 8:19,5/31/2017 8:30,661,Barrow St & Hudson St,E 23 St & 1 Ave,Subscriber,Male,1995
4443430,5/18/2017 16:02,5/18/2017 16:14,754,E 48 St & 5 Ave,8 Ave & W 33 St,Subscriber,Female,1994
3130543,4/21/2017 13:21,4/21/2017 13:28,410,Richards St & Delavan St,1 Pl & Clinton St,Subscriber,Male,1978
3898258,5/7/2017 20:50,5/7/2017 20:55,288,E 24 St & Park Ave S,E 31 St & 3 Ave,Subscriber,Male,1975
2112465,3/27/2017 8:54,3/27/2017 9:22,1639,Central Park North & Adam Clayton Powell Blvd,W 31 St & 7 Ave,Subscriber,Male,1977
3680833,5/3/2017 6:39,5/3/2017 6:43,243,W 41 St & 8 Ave,Broadway & W 49 St,Subscriber,Female,1984
2777909,4/14/2017 6:54,4/14/2017 7:01,439,E 25 St & 2 Ave,Washington Pl & Broadway,Subscriber,,
3787857,5/4/2017 19:26,5/4/2017 19:31,316,E 17 St & Broadway,E 20 St & FDR Drive,Subscriber,Female,1978
5704822,6/11/2017 19:08,6/11/2017 19:22,845,12 Ave & W 40 St,Amsterdam Ave & W 79 St,Subscriber,Male,1977
820769,2/3/2017 18:27,2/3/2017 18:43,962,Mercer St & Bleecker St,8 Ave & W 31 St,Subscriber,Female,1969
204557,1/11/2017 19:24,1/11/2017 19:26,126,W 95 St & Broadway,W 100 St & Broadway,Subscriber,Male,1984
5930705,6/15/2017 16:37,6/15/2017 17:15,2307,Lafayette St & Jersey St,Broadway & W 36 St,Subscriber,Male,1979
4528647,5/19/2017 19:55,5/19/2017 20:10,864,Douglass St & 3 Ave,Smith St & 9 St,Customer,,
3569545,5/1/2017 8:40,5/1/2017 8:47,404,5 Ave & E 73 St,Amsterdam Ave & W 66 St,Subscriber,Male,1965
5802314,6/13/2017 15:17,6/13/2017 15:25,512,W 41 St & 8 Ave,W 53 St & 10 Ave,Subscriber,Male,1973
1158148,2/19/2017 10:54,2/19/2017 11:13,1184,E 39 St & 2 Ave,Amsterdam Ave & W 66 St,Subscriber,Male,1981
740326,2/1/2017 12:12,2/1/2017 12:25,782,Liberty St & Broadway,W 16 St & The High Line,Subscriber,Male,1988
5354895,6/5/2017 18:03,6/5/2017 18:31,1680,Centre St & Chambers St,Jay St & Tech Pl,Customer,,
5020994,5/30/2017 20:17,5/30/2017 20:42,1502,E 20 St & FDR Drive,E 84 St & Park Ave,Subscriber,Male,1981
5255740,6/3/2017 17:03,6/3/2017 17:15,723,E 33 St & 5 Ave,Mercer St & Bleecker St,Subscriber,Male,1971
4170581,5/12/2017 18:37,5/12/2017 19:07,1817,Pier 40 - Hudson River Park,W 63 St & Broadway,Subscriber,Male,1989
5371355,6/6/2017 0:16,6/6/2017 0:29,770,MacDougal St & Washington Sq,Bayard St & Baxter St,Subscriber,Male,1968
6470471,6/25/2017 15:08,6/25/2017 15:38,1784,Broadway & W 60 St,Perry St & Bleecker St,Subscriber,Male,1975
4552046,5/20/2017 12:47,5/20/2017 13:02,900,E 10 St & Avenue A,W 25 St & 6 Ave,Subscriber,Male,1985
5943732,6/15/2017 18:37,6/15/2017 19:08,1868,E 53 St & 3 Ave,Broadway & W 41 St,Subscriber,Male,1993
6731742,6/29/2017 17:04,6/29/2017 17:33,1716,Broad St & Bridge St,Fulton St & Washington Ave,Subscriber,Male,1987
1753482,3/8/2017 18:30,3/8/2017 18:45,895,Maiden Ln & Pearl St,Avenue D & E 3 St,Subscriber,Male,1978
2541226,4/9/2017 14:47,4/9/2017 14:55,490,Boerum St & Broadway,Broadway & Berry St,Subscriber,Female,1990
3623698,5/2/2017 8:03,5/2/2017 8:08,269,W 20 St & 7 Ave,Greenwich Ave & Charles St,Subscriber,Female,1992
3561323,4/30/2017 23:46,4/30/2017 23:52,402,9 Ave & W 28 St,W 4 St & 7 Ave S,Subscriber,Male,1992
77630,1/5/2017 8:21,1/5/2017 8:33,732,Wolcott St & Dwight St,Montague St & Clinton St,Subscriber,Female,1981
743519,2/1/2017 14:16,2/1/2017 14:27,665,E 10 St & 5 Ave,5 Ave & E 29 St,Subscriber,Male,1975
2204199,3/30/2017 8:14,3/30/2017 8:18,262,Dean St & Hoyt St,Dean St & 4 Ave,Subscriber,Male,1969
484385,1/22/2017 12:53,1/22/2017 13:05,738,Columbus Ave & W 72 St,W 38 St & 8 Ave,Subscriber,Male,1976
1800560,3/9/2017 18:52,3/9/2017 19:05,782,Avenue D & E 3 St,LaGuardia Pl & W 3 St,Subscriber,Male,1987
1607911,3/3/2017 12:27,3/3/2017 12:38,691,Hicks St & Montague St,Fulton St & Adams St,Subscriber,Male,1967
5694511,6/11/2017 16:32,6/11/2017 17:40,4069,W 20 St & 11 Ave,John St & William St,Subscriber,Male,1991
1095561,2/17/2017 7:24,2/17/2017 7:32,428,Howard St & Centre St,6 Ave & Broome St,Subscriber,Male,1966
1399712,2/25/2017 14:02,2/25/2017 14:08,365,E 2 St & 2 Ave E,E 13 St & Avenue A,Subscriber,Male,1984
2784561,4/14/2017 9:24,4/14/2017 9:37,807,E 23 St & 1 Ave,Broadway & W 37 St,Subscriber,Female,1983
5793831,6/13/2017 11:47,6/13/2017 11:59,693,E 39 St & 2 Ave,Cooper Square & E 7 St,Subscriber,Male,1985
3245829,4/24/2017 8:13,4/24/2017 8:18,275,West St & Chambers St,Centre St & Chambers St,Subscriber,Male,1960
2727925,4/13/2017 7:52,4/13/2017 7:57,251,W 21 St & 6 Ave,Broadway & W 29 St,Subscriber,Male,1983
539421,1/25/2017 12:25,1/25/2017 12:31,345,Broadway & E 14 St,W 18 St & 6 Ave,Subscriber,Male,1981
2787935,4/14/2017 10:37,4/14/2017 11:13,2116,Berkeley Pl & 7 Ave,W 41 St & 8 Ave,Subscriber,Male,1969
777721,2/2/2017 13:37,2/2/2017 13:44,443,E 53 St & Madison Ave,Pershing Square North,Subscriber,Male,1982
